epoch,MaxAE,loss,mae,mse,val_MaxAE,val_loss,val_mae,val_mse
35,1.278708577156067,0.10845157504081726,0.10845157504081726,0.05949293076992035,0.9401817321777344,0.2174549400806427,0.2174549400806427,0.0855955109000206
36,1.20937180519104,0.09957469254732132,0.09957469254732132,0.05121826380491257,0.8917301297187805,0.21320873498916626,0.21320873498916626,0.08093727380037308
37,1.1540660858154297,0.09147511422634125,0.09147511422634125,0.043909553438425064,0.8426694869995117,0.20857082307338715,0.20857082307338715,0.07593876868486404
38,1.0920861959457397,0.08387359231710434,0.08387359231710434,0.03727108612656593,0.795624315738678,0.20074602961540222,0.20074602961540222,0.06971701979637146
39,1.030768632888794,0.0767974853515625,0.0767974853515625,0.03139109909534454,0.746614933013916,0.19248582422733307,0.19248582422733307,0.0631231740117073
40,0.9771280884742737,0.07013021409511566,0.07013021409511566,0.026178687810897827,0.6984729766845703,0.18437016010284424,0.18437016010284424,0.05698974430561066
41,0.923876166343689,0.06386657059192657,0.06386657059192657,0.02161715179681778,0.6473262310028076,0.17596636712551117,0.17596636712551117,0.05098471790552139
42,0.863525390625,0.057769667357206345,0.057769667357206345,0.017623769119381905,0.5927243828773499,0.16766390204429626,0.16766390204429626,0.04553273692727089
43,0.8136124014854431,0.052008580416440964,0.052008580416440964,0.0141993947327137,0.5395088791847229,0.15966077148914337,0.15966075658798218,0.04027777910232544
44,0.765378475189209,0.04658282548189163,0.04658282548189163,0.011341431178152561,0.4994714558124542,0.15338881313800812,0.15338881313800812,0.035732489079236984
45,0.7169734835624695,0.041568148881196976,0.04156814515590668,0.00905202142894268,0.46267029643058777,0.14819209277629852,0.14819209277629852,0.03183269873261452
46,0.6680617332458496,0.03739004209637642,0.03739004209637642,0.007203361019492149,0.43486329913139343,0.14359205961227417,0.14359202980995178,0.02896203100681305
47,0.6191514730453491,0.034392304718494415,0.034392304718494415,0.005827840883284807,0.4196622669696808,0.13814659416675568,0.13814659416675568,0.02647285908460617
48,0.567271888256073,0.03186235949397087,0.03186235949397087,0.004738119430840015,0.4044453799724579,0.13269448280334473,0.13269448280334473,0.024433685466647148
49,0.5165404677391052,0.029476258903741837,0.029476258903741837,0.003868701169267297,0.410352498292923,0.12787538766860962,0.12787538766860962,0.022888610139489174
50,0.4645312428474426,0.02739172801375389,0.02739172801375389,0.003126784460619092,0.4306948184967041,0.12378857284784317,0.12378857284784317,0.021810205653309822
51,0.4148775637149811,0.025583963841199875,0.025583963841199875,0.002505038632079959,0.4475204646587372,0.12089984118938446,0.12089984118938446,0.021139107644557953
52,0.3689744472503662,0.02399768866598606,0.02399769052863121,0.00200769305229187,0.4601815938949585,0.11872262507677078,0.11872262507677078,0.0206309761852026
53,0.3256074786186218,0.022584205493330956,0.022584205493330956,0.0016134348697960377,0.4742603600025177,0.11743294447660446,0.11743294447660446,0.020518001168966293
54,0.2825033962726593,0.021340766921639442,0.021340766921639442,0.0013185489224269986,0.48643073439598083,0.11641056835651398,0.11641056835651398,0.020559605211019516
55,0.2537592053413391,0.020229162648320198,0.020229162648320198,0.0011078359093517065,0.49584102630615234,0.1164654865860939,0.1164654865860939,0.020903635770082474
56,0.24385562539100647,0.019223352894186974,0.019223352894186974,0.0009608713444322348,0.5036481022834778,0.11747327446937561,0.11747327446937561,0.02150679938495159
57,0.24266020953655243,0.018402857705950737,0.018402857705950737,0.0008708278182893991,0.5064669847488403,0.11881442368030548,0.11881442368030548,0.022039365023374557
58,0.2436891347169876,0.017879046499729156,0.017879046499729156,0.0008284145151264966,0.5069071650505066,0.11968322098255157,0.11968322098255157,0.02237563207745552
59,0.24076421558856964,0.017582891508936882,0.017582891508936882,0.0008098120451904833,0.5040302872657776,0.11972128599882126,0.11972127109766006,0.022470800206065178
60,0.24254615604877472,0.017388442531228065,0.017388442531228065,0.0008016082574613392,0.4968075752258301,0.11849910765886307,0.11849910765886307,0.022098617628216743
61,0.24019567668437958,0.017236728221178055,0.017236728221178055,0.0007949190912768245,0.48879221081733704,0.11699216812849045,0.11699216812849045,0.021567435935139656
62,0.2429458051919937,0.017103448510169983,0.017103448510169983,0.0007890688721090555,0.47942134737968445,0.11561387032270432,0.11561387032270432,0.021001717075705528
63,0.24155870079994202,0.016985280439257622,0.016985280439257622,0.0007824127096682787,0.47139573097229004,0.11359081417322159,0.11359081417322159,0.020311718806624413
64,0.2421213686466217,0.016886435449123383,0.016886435449123383,0.0007791632669977844,0.4645698070526123,0.1114380732178688,0.1114380732178688,0.01962796226143837
65,0.2414528876543045,0.016798995435237885,0.016798995435237885,0.000775252643506974,0.45824384689331055,0.10876917093992233,0.10876917093992233,0.018826745450496674
66,0.24209702014923096,0.016715887933969498,0.016715887933969498,0.0007717516855336726,0.452607125043869,0.10577421635389328,0.10577421635389328,0.017997033894062042
67,0.24269159138202667,0.016645001247525215,0.016645001247525215,0.0007693329825997353,0.4476626217365265,0.10336633771657944,0.10336633771657944,0.017358792945742607
68,0.2415342777967453,0.01657746732234955,0.01657746732234955,0.0007663083961233497,0.4430840313434601,0.10052131861448288,0.10052131861448288,0.01660306006669998
69,0.24114413559436798,0.016519887372851372,0.016519887372851372,0.0007642593118362129,0.43719422817230225,0.09800149500370026,0.09800149500370026,0.015903225168585777
70,0.24263882637023926,0.01646580919623375,0.0164658110588789,0.0007624018471688032,0.4325380325317383,0.09571713209152222,0.09571713209152222,0.015269922092556953
71,0.2408863604068756,0.01641877181828022,0.01641877181828022,0.0007597520016133785,0.4273383319377899,0.09391030669212341,0.09391030669212341,0.014757183380424976
72,0.24052974581718445,0.01637396216392517,0.01637396216392517,0.0007582500111311674,0.4228689968585968,0.09226567298173904,0.09226567298173904,0.014248229563236237
73,0.24208129942417145,0.01633254997432232,0.01633254997432232,0.0007565470295958221,0.4185280501842499,0.09045226871967316,0.09045226871967316,0.013700850307941437
74,0.24377326667308807,0.016295723617076874,0.016295725479722023,0.0007566986023448408,0.4131864011287689,0.08899866789579391,0.08899866789579391,0.013230090960860252
75,0.241106316447258,0.016263706609606743,0.016263706609606743,0.0007541282684542239,0.409079909324646,0.08774841576814651,0.08774841576814651,0.012810630723834038
76,0.2416866570711136,0.01623099111020565,0.01623099111020565,0.0007542112143710256,0.40576425194740295,0.0863686352968216,0.0863686352968216,0.012368610128760338
77,0.23985686898231506,0.016199473291635513,0.016199473291635513,0.0007517143967561424,0.4025750160217285,0.08536862581968307,0.08536862581968307,0.012017939239740372
78,0.2417697161436081,0.016174446791410446,0.016174446791410446,0.0007522648083977401,0.3969753086566925,0.083613321185112,0.083613321185112,0.011514623649418354
79,0.24149489402770996,0.016149455681443214,0.016149453818798065,0.0007505085086449981,0.3952232301235199,0.08220309764146805,0.08220309764146805,0.011092965491116047
80,0.24188430607318878,0.01612618938088417,0.01612618938088417,0.0007499561761505902,0.39160656929016113,0.08040081709623337,0.08040081709623337,0.010567492805421352
81,0.24117612838745117,0.016100849956274033,0.016100849956274033,0.0007485104724764824,0.39102956652641296,0.07953841239213943,0.07953841239213943,0.010247200727462769
82,0.24124817550182343,0.016080478206276894,0.016080478206276894,0.0007483114022761583,0.3886660635471344,0.07846587896347046,0.07846587896347046,0.009943868033587933
83,0.2418530136346817,0.016060588881373405,0.016060588881373405,0.0007488318369723856,0.38529130816459656,0.07746731489896774,0.07746729999780655,0.009665623307228088
84,0.24293068051338196,0.016039716079831123,0.016039716079831123,0.0007474859012290835,0.38428792357444763,0.07661908119916916,0.07661908119916916,0.009402518160641193
85,0.24117721617221832,0.01602187380194664,0.01602187380194664,0.0007459872867912054,0.3822861909866333,0.07589222490787506,0.07589222490787506,0.009208385832607746
86,0.24080975353717804,0.01600858010351658,0.01600857824087143,0.0007457623723894358,0.37800028920173645,0.07532983273267746,0.07532983273267746,0.009030121378600597
87,0.2406982034444809,0.015994537621736526,0.015994537621736526,0.0007464117952622473,0.37584975361824036,0.07433897256851196,0.07433897256851196,0.008788855746388435
88,0.24095220863819122,0.01597660779953003,0.01597660779953003,0.0007455856539309025,0.37180808186531067,0.07316891103982925,0.07316891103982925,0.008520555682480335
89,0.2411629855632782,0.015965133905410767,0.015965133905410767,0.0007457148749381304,0.36878225207328796,0.07170935720205307,0.07170935720205307,0.008177835494279861
90,0.24189265072345734,0.015953436493873596,0.015953436493873596,0.0007443270878866315,0.3663848340511322,0.07064343243837357,0.07064343243837357,0.007898540236055851
91,0.24213242530822754,0.01594228856265545,0.01594228856265545,0.0007435836014337838,0.3631312847137451,0.06895553320646286,0.06895553320646286,0.0075575546361505985
92,0.24147851765155792,0.015932317823171616,0.015932317823171616,0.0007441857596859336,0.35949039459228516,0.06757190078496933,0.06757190078496933,0.007239773403853178
93,0.23883235454559326,0.015920447185635567,0.015920447185635567,0.0007431590347550809,0.3562811613082886,0.06531455367803574,0.06531455367803574,0.006787464488297701
94,0.24139462411403656,0.015909070149064064,0.015909070149064064,0.0007435541483573616,0.3513176143169403,0.06352783739566803,0.06352783739566803,0.00641228212043643
95,0.23992308974266052,0.01590130291879177,0.01590130291879177,0.0007427996606566012,0.35182759165763855,0.061665307730436325,0.061665307730436325,0.006074733566492796
96,0.2416996955871582,0.01589135453104973,0.01589135453104973,0.0007428650860674679,0.3465310335159302,0.060733143240213394,0.060733143240213394,0.00588184455409646
97,0.2406669557094574,0.01588251441717148,0.01588251255452633,0.0007422655471600592,0.3465783894062042,0.05926189944148064,0.05926189944148064,0.005633581895381212
98,0.24089844524860382,0.015871906653046608,0.015871906653046608,0.0007421817281283438,0.3435525894165039,0.05774686112999916,0.05774686112999916,0.005357879679650068
99,0.2391013205051422,0.015865765511989594,0.015865765511989594,0.0007423556526191533,0.34071579575538635,0.05553683266043663,0.05553683266043663,0.004990119021385908
100,0.2415655106306076,0.015860354527831078,0.015860354527831078,0.0007416597800329328,0.33962857723236084,0.0550026036798954,0.0550026036798954,0.004885988775640726
101,0.2414156049489975,0.015852248296141624,0.015852248296141624,0.0007419380126520991,0.3354986011981964,0.054256100207567215,0.054256100207567215,0.004741757642477751
102,0.23870335519313812,0.01584266498684883,0.01584266498684883,0.0007411882397718728,0.3326457440853119,0.052769389003515244,0.052769389003515244,0.004509536549448967
103,0.2417634278535843,0.015836408361792564,0.015836408361792564,0.0007412742706947029,0.3292793035507202,0.05198794603347778,0.05198794603347778,0.004388854838907719
104,0.24133062362670898,0.015831878408789635,0.015831880271434784,0.0007421074551530182,0.32442688941955566,0.0503348633646965,0.050334859639406204,0.004135607276111841
105,0.238634392619133,0.015828154981136322,0.015828154981136322,0.000741125491913408,0.31938913464546204,0.04883657395839691,0.04883657395839691,0.00392023054882884
106,0.24139012396335602,0.015825066715478897,0.015825066715478897,0.0007412401027977467,0.31712043285369873,0.04728766903281212,0.04728766903281212,0.0037035122513771057
107,0.2406855672597885,0.015818681567907333,0.015818681567907333,0.0007409871323034167,0.31141677498817444,0.0460963249206543,0.0460963249206543,0.0035381880588829517
108,0.2415853887796402,0.015813073143363,0.015813073143363,0.000740230898372829,0.30577102303504944,0.04429072514176369,0.04429072514176369,0.0033185991924256086
109,0.24012039601802826,0.01580764539539814,0.01580764539539814,0.0007404640782624483,0.29893502593040466,0.04310684651136398,0.04310684651136398,0.003146788105368614
110,0.23737022280693054,0.015800967812538147,0.015800967812538147,0.0007407717639580369,0.29512354731559753,0.04180162772536278,0.04180162772536278,0.003006250597536564
111,0.24183405935764313,0.015794456005096436,0.015794456005096436,0.0007398112793453038,0.28900912404060364,0.04020906239748001,0.04020906239748001,0.00278862239792943
112,0.23893091082572937,0.01579003967344761,0.01579003967344761,0.0007405011565424502,0.289559006690979,0.03892573341727257,0.03892573341727257,0.002648301189765334
113,0.24145783483982086,0.015788428485393524,0.015788428485393524,0.0007400576141662896,0.2841890752315521,0.03835355117917061,0.03835355117917061,0.0025757469702512026
114,0.23927947878837585,0.015784135088324547,0.015784135088324547,0.0007397493463940918,0.2791226804256439,0.03612099215388298,0.03612099215388298,0.00232147891074419
115,0.24081799387931824,0.015777919441461563,0.015777919441461563,0.0007396314758807421,0.27985358238220215,0.03476717323064804,0.03476717323064804,0.0021790857426822186
116,0.24251136183738708,0.01577400416135788,0.01577400416135788,0.0007390790851786733,0.27700304985046387,0.03286099433898926,0.03286099433898926,0.0019937632605433464
117,0.24135026335716248,0.015771886333823204,0.015771886333823204,0.0007401756010949612,0.27482107281684875,0.030978268012404442,0.030978268012404442,0.001819302560761571
118,0.24088288843631744,0.015765713527798653,0.015765713527798653,0.000739347015041858,0.2747819423675537,0.029716594144701958,0.029716594144701958,0.0017183616291731596
119,0.23898720741271973,0.01576073095202446,0.01576073095202446,0.0007390792015939951,0.27276626229286194,0.028096478432416916,0.028096478432416916,0.0015759236412122846
120,0.23936977982521057,0.01576036959886551,0.01576036959886551,0.0007395451539196074,0.2702626883983612,0.026761602610349655,0.026761602610349655,0.0014732461422681808
121,0.24060595035552979,0.015756575390696526,0.015756575390696526,0.0007396494620479643,0.267467200756073,0.02611945942044258,0.02611945942044258,0.0014127044705674052
122,0.24017152190208435,0.01575396955013275,0.01575396955013275,0.0007398407906293869,0.2640976011753082,0.024701837450265884,0.024701837450265884,0.0013080007629469037
123,0.24181923270225525,0.015753304585814476,0.015753304585814476,0.0007394753047265112,0.2623281478881836,0.023829765617847443,0.023829765617847443,0.0012499631848186255
124,0.24160638451576233,0.015746235847473145,0.015746235847473145,0.000738886243198067,0.25899752974510193,0.0234284158796072,0.0234284158796072,0.0012007895857095718
125,0.24029922485351562,0.01574365235865116,0.01574365235865116,0.0007385342032648623,0.26224637031555176,0.023563498631119728,0.023563498631119728,0.0012192917056381702
126,0.24122370779514313,0.015743788331747055,0.015743788331747055,0.0007390045211650431,0.25552549958229065,0.02253420650959015,0.02253420650959015,0.0011513798963278532
127,0.23999640345573425,0.015738122165203094,0.015738122165203094,0.0007386504439637065,0.2565053105354309,0.023081013932824135,0.023081013932824135,0.00117304059676826
128,0.24172282218933105,0.01573532447218895,0.01573532447218895,0.0007386287325061858,0.2544797658920288,0.022182399407029152,0.022182399407029152,0.001114032231271267
129,0.24048210680484772,0.0157352015376091,0.0157352015376091,0.0007386595825664699,0.25566551089286804,0.02205217443406582,0.02205217443406582,0.0011074455687776208
130,0.24079370498657227,0.015731658786535263,0.015731658786535263,0.0007380840252153575,0.2528786361217499,0.020834511145949364,0.020834511145949364,0.0010448123794049025
131,0.2398296296596527,0.015732305124402046,0.015732305124402046,0.0007387634250335395,0.2505127489566803,0.021406402811408043,0.021406402811408043,0.0010598467197269201
132,0.24177813529968262,0.015726370736956596,0.015726370736956596,0.00073996651917696,0.2506774961948395,0.021468259394168854,0.021468259394168854,0.001050713937729597
133,0.24075601994991302,0.0157250314950943,0.0157250314950943,0.0007384034688584507,0.24462564289569855,0.021794185042381287,0.021794185042381287,0.0010515626054257154
134,0.2422809600830078,0.01572475954890251,0.01572475954890251,0.0007385576609522104,0.24014930427074432,0.02274153381586075,0.02274153381586075,0.0010998989455401897
135,0.24090349674224854,0.01572219282388687,0.01572219282388687,0.0007381962495855987,0.2327205091714859,0.023195408284664154,0.023195408284664154,0.0011192031670361757
136,0.24051430821418762,0.015721919015049934,0.015721917152404785,0.0007378800073638558,0.23351919651031494,0.022037681192159653,0.022037683054804802,0.001049626967869699
137,0.24204029142856598,0.015716595575213432,0.015716595575213432,0.0007386641809716821,0.22532057762145996,0.022552043199539185,0.022552045062184334,0.0010736421681940556
138,0.2390313595533371,0.015715816989541054,0.015715816989541054,0.0007386034121736884,0.227579727768898,0.022504517808556557,0.022504517808556557,0.0010670028859749436
139,0.240042045712471,0.015712572261691093,0.015712570399045944,0.0007388670346699655,0.22274117171764374,0.02217995747923851,0.02217995934188366,0.0010434918804094195
140,0.2398434579372406,0.01570958085358143,0.01570958085358143,0.0007375713321380317,0.22320301830768585,0.022723697125911713,0.022723697125911713,0.0010713643860071898
